,Ticker,% Held by Insiders,% Held by Institutions,200-Day Moving Average,5 Year Average Dividend Yield,50-Day Moving Average,52 Week High,52 Week Low,52-Week Change,Avg Vol (10 day),Avg Vol (3 month),Beta (3Y Monthly),Book Value Per Share (mrq),Current Ratio (mrq),Diluted EPS (ttm),Dividend Date,EBITDA,Enterprise Value,Enterprise Value/EBITDA,Enterprise Value/Revenue,Ex-Dividend Date,Fiscal Year Ends,Float,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Forward P/E,Gross Profit (ttm),Last Split Date,Last Split Factor (new per old),Levered Free Cash Flow (ttm),Market Cap (intraday),Most Recent Quarter (mrq),Net Income Avi to Common (ttm),Operating Cash Flow (ttm),Operating Margin (ttm),PEG Ratio (5 yr expected),Payout Ratio,Price/Book (mrq),Price/Sales (ttm),Profit Margin,Quarterly Earnings Growth (yoy),Quarterly Revenue Growth (yoy),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),S&P500 52-Week Change,Shares Outstanding,Shares Short,"Shares Short (Aug 31, 2018)","Shares Short (Nov 15, 2019)",Shares Short (prior month ),"Shares Short (prior month Jul 31, 2018)","Shares Short (prior month Oct 15, 2019)",Short % of Float,"Short % of Float (Aug 31, 2018)","Short % of Float (Nov 15, 2019)",Short % of Shares Outstanding,"Short % of Shares Outstanding (Aug 31, 2018)","Short % of Shares Outstanding (Nov 15, 2019)",Short Ratio,"Short Ratio (Aug 31, 2018)","Short Ratio (Nov 15, 2019)",Total Cash (mrq),Total Cash Per Share (mrq),Total Debt (mrq),Total Debt/Equity (mrq),Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,Trailing P/E,Symbol,Name,Sector
158,PYPL,0.0512,0.8376000000000001,108.58,,103.31,121.48,76.7,0.2277,7980000.0,6940000.0,0.96,14.04,1.43,2.13,,3240000000.0,121840000000.0,37.66,7.15,,1.5462144e+18,1170000000.0,,,30.35,7110000000.0,,,1490000000.0,124710000000.0,1.5698016e+18,2540000000.0,4430000000.0,0.152,1.93,0.0,7.56,7.32,0.1489,0.06,0.189,0.0344,0.1605,17040000000.0,14.51,0.12560000000000002,1170000000.0,,,16030000.000000002,,,13700000.0,,,0.013700000000000002,,,0.013600000000000001,,,2.07,10460000000.0,8.91,5480000000.0,33.23,,,49.86,PYPL,PayPal,Information Technology
159,QRVO,0.0042,0.9411,75.67,,92.92,106.38,54.74,0.5382,1070000.0,1430000.0,1.01,36.68,3.45,2.06,,939310000.0,12610000000.0,13.43,4.07,,1.553904e+18,115460000.0,,,15.67,1220000000.0,1.4201568e+18,4/1,694000000.0,11960000000.0,1.5696288e+18,253610000.0,951100000.0,0.1429,2.02,0.0,2.81,3.86,0.0819,1.588,-0.08800000000000001,0.046900000000000004,0.057,3100000000.0,25.67,0.12560000000000002,116170000.0,,,3630000.0,,,4380000.0,,,0.0349,,,0.031200000000000002,,,1.82,586790000.0,5.05,1090000000.0,25.56,,,49.89,QRVO,Qorvo,Information Technology
160,QCOM,0.0009,0.8494,76.52,3.5,84.09,94.11,49.1,0.41270000000000007,7160000.0,7850000.0,1.61,4.29,1.88,3.59,1.5767136e+18,9480000000.0,97820000000.0,10.32,4.03,1.5754176e+18,1.5697152e+18,1140000000.0,2.48,0.0301,13.52,15670000000.0,1.0926144e+18,1/2,3060000000.0,92910000000.0,1.5697152e+18,4390000000.0,7290000000.0,0.3329,0.75,0.6908,19.23,3.83,0.1807,,-0.167,0.15380000000000002,1.5346000000000002,24270000000.0,20.06,0.12560000000000002,1140000000.0,,,18030000.0,,,19600000.0,,,0.0149,,,0.0158,,,1.95,12260000000.0,10.74,15930000000.0,324.57,2.48,0.029700000000000004,22.97,QCOM,QUALCOMM Inc.,Information Technology
161,CRM,,,153.17,,156.72,167.56,120.16,,4320000.0,4540000.0,,,,,,,,,,,,,,,,9830000000.0,,,,141200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.72,CRM,Salesforce.com,Information Technology
162,STX,0.5634,0.0,50.47,5.75,57.73,60.57,35.38,0.3333,1620000.0,2510000.0,1.64,6.74,1.58,6.3,1.5784416e+18,1730000000.0,18100000000.0,10.48,1.82,1.5771456e+18,1.56168e+18,229770000.0,2.6,0.04360000000000001,11.41,2930000000.0,,,858000000.0,15590000000.0,1.5701472e+18,1760000000.0,1630000000.0,0.1232,1.7,0.4026,8.8,1.56,0.1766,-0.556,-0.138,0.0839,0.9745999999999999,9980000000.0,36.05,0.12560000000000002,262709999.99999997,,,15910000.0,,,14980000.0,,,0.0786,,,0.060599999999999994,,,7.84,1790000000.0,6.8,4210000000.0,237.91,2.52,0.0422,9.41,STX,Seagate Technology,Information Technology
163,SWKS,0.004,0.8419,81.65,1.28,94.75,102.87,60.12,0.3322,1630000.0,1910000.0,1.07,24.24,5.97,4.89,1.5771456e+18,1330000000.0,15690000000.0,11.82,4.65,1.5752448e+18,1.5695424e+18,169630000.0,1.76,0.0179,13.2,1600000000.0,9.561888e+17,1/2,664710000.0,16760000000.000002,1.5695424e+18,853600000.0,1370000000.0,0.28300000000000003,1.32,0.32310000000000005,4.06,4.96,0.2528,-0.262,-0.179,0.1236,0.2077,3380000000.0,19.46,0.12560000000000002,170380000.0,,,7030000.0,,,7900000.0,,,0.0458,,,0.0412,,,3.34,1050000000.0,6.19,,,1.58,0.0161,20.11,SWKS,Skyworks Solutions,Information Technology
164,SYMC,0.0103,0.9333,22.47,,23.42,26.07,17.43,0.047,7380000.0,5010000.0,1.11,9.81,1.93,1.35,1.5687648e+18,1060000000.0,18320000000.0,17.27,3.84,,1.5538176e+18,573740000.0,,,12.91,3680000000.0,1.1018592e+18,1/2,-4960000000.0,14680000000.0,1.5701472e+18,220000000.0,1430000000.0,0.1547,1.42,,2.42,3.08,0.19100000000000003,,-0.006999999999999999,0.028399999999999998,0.0365,4770000000.0,7.59,0.12560000000000002,618030000.0,,,,,,,,,,,,,,,,1830000000.0,2.94,4640000000.0,75.87,0.3,0.0128,17.54,SYMC,Symantec Corp.,Information Technology
165,SNPS,0.0068000000000000005,0.9277,132.98,,137.68,146.66,79.14,0.5182,1180000.0,924790.0,1.2,26.16,0.99,4.07,,638500000.0,20660000000.0,32.35,6.25,,1.540944e+18,149290000.0,,,26.67,2470000000.0,1.0643616e+18,1/2,379150000.0,20280000000.0,1.5645312e+18,625980000.0,710010000.0,0.1503,2.29,0.0,5.18,6.14,0.1894,0.258,0.094,0.052000000000000005,0.17620000000000002,3300000000.0,22.07,0.12560000000000002,149700000.0,,,2060000.0,,,1440000.0,,,0.015600000000000001,,,0.0138,,,2.56,686780000.0,4.57,141940000.0,3.6,,,33.25,SNPS,Synopsys Inc.,Information Technology
166,TEL,0.6853,0.0,91.69,1.95,92.9,97.99,69.84,0.1912,1200000.0,1320000.0,1.15,31.54,1.57,5.42,1.5755904e+18,2950000000.0,34049999999.999996,11.54,2.53,1.5742944e+18,1.5695424e+18,333670000.0,1.84,0.0198,15.63,4390000000.0,,,1630000000.0,30420000000.0,1.5695424e+18,1950000000.0,2420000000.0,0.1681,1.75,0.3147,2.88,2.26,0.1371,-0.7759999999999999,-0.06,0.0705,0.1819,13450000000.0,39.79,0.12560000000000002,334480000.0,,,2940000.0,,,3920000.0,,,0.0087,,,0.0088,,,2.19,927000000.0,2.77,3960000000.0,37.51,1.8,0.0194,16.78,TEL,TE Connectivity Ltd.,Information Technology
167,TXN,0.0029,0.8804000000000001,119.87,2.4,121.16,132.2,87.7,0.1882,4440000.0,4490000.0,1.22,9.61,4.34,5.39,1.5740352e+18,6940000000.0,113450000000.0,16.34,7.69,1.5723936e+18,1.5462144e+18,932630000.0,3.6,0.029900000000000003,23.71,10280000000.0,9.5904e+17,1/2,4380000000.0,111040000000.0,1.5698016e+18,5150000000.0,7040000000.0,0.4033,2.37,0.5714,12.36,7.53,0.35159999999999997,-0.092,-0.115,0.20329999999999998,0.5319,14750000000.0,15.68,0.12560000000000002,934770000.0,,,14400000.0,,,19060000.0,,,0.0154,,,0.0154,,,2.77,5070000000.0,5.42,6150000000.0,68.41,3.08,0.0256,22.04,TXN,Texas Instruments,Information Technology
168,VRSN,0.011200000000000002,0.965,198.83,,187.7,221.78,138.77,0.19760000000000003,660640.0,625090.0,1.03,-12.34,1.35,5.4,1.3056768e+18,847770000.0,22960000000.0,27.08,18.69,1.3045536e+18,1.5462144e+18,94680000.0,,,32.39,1020000000.0,9.445248e+17,1/2,539320000.0,21710000000.0,1.5698016e+18,646170000.0,778790000.0,0.6524,4.41,0.0,,17.67,0.526,0.11800000000000001,0.009000000000000001,0.2657,,1230000000.0,10.29,0.12560000000000002,117410000.0,,,1260000.0,,,1380000.0,,,0.012,,,0.0108,,,2.19,1230000000.0,10.48,1800000000.0,,,,34.27,VRSN,Verisign Inc.,Information Technology
169,V,0.001,0.9493,175.61,0.64,178.83,187.05,121.6,0.2725,6800000.0,7410000.0,0.94,13.53,1.56,5.32,1.5753312e+18,15740000000.0,407810000000.0,25.91,17.75,1.5736896e+18,1.5698016e+18,1700000000.0,1.2,0.006500000000000001,25.11,22260000000.0,1.4267232e+18,1/4,9340000000.0,404160000000.0,1.5698016e+18,11650000000.0,12780000000.0,0.6718999999999999,1.95,0.188,13.44,17.59,0.5257000000000001,0.063,0.129,0.1361,0.3517,22980000000.0,10.5,0.12560000000000002,1710000000.0,,,30990000.0,,,31510000.0,,,0.0176,,,0.0139,,,4.49,12070000000.0,5.6,16730000000.0,48.23,1.05,0.005699999999999999,34.19,V,Visa Inc.,Information Technology
170,WDC,0.0034000000000000002,0.8615,52.36,3.11,54.46,65.31,33.83,0.08539999999999999,3260000.0,4590000.0,1.83,32.1,1.98,-5.26,1.5795648e+18,1210000000.0,22190000000.0,18.4,1.42,1.5779232e+18,1.56168e+18,296290000.0,2.0,0.039700000000000006,7.57,3750000000.0,8.653824e+17,1/2,1180000000.0,14420000000.0,1.5701472e+18,-1540000000.0,1100000000.0,-0.034100000000000005,-1.41,,1.51,0.93,-0.0989,,-0.196,-0.0121,-0.1472,15580000000.0,53.18,0.12560000000000002,297400000.0,,,10430000.0,,,12830000.0,,,0.0394,,,0.0351,,,2.08,3250000000.0,10.92,10470000000.0,109.44,2.0,0.039700000000000006,,WDC,Western Digital,Information Technology
171,WU,0.0040999999999999995,1.0552,22.36,3.38,25.99,28.0,16.42,0.43590000000000007,10210000.0,6780000.0,0.82,-0.05,0.33,2.6,1.5698016e+18,1330000000.0,13370000000.0,10.09,2.48,1.5683328e+18,1.5462144e+18,417420000.0,0.8,0.0298,13.66,2290000000.0,,,-151040000.0,11280000000.0,1.5698016e+18,1140000000.0,968100000.0,0.198,5.82,0.3038,,2.09,0.2107,-0.353,-0.057999999999999996,0.07490000000000001,,5390000000.0,12.43,0.12560000000000002,419260000.0,,,55420000.0,,,55460000.0,,,0.16519999999999999,,,0.1322,,,8.17,1390000000.0,3.33,3500000000.0,,0.79,0.0294,10.37,WU,Western Union Co,Information Technology
172,XRX,0.0409,0.8828,32.61,3.06,35.04,39.47,18.58,0.4156,1900000.0,2190000.0,1.76,22.17,1.11,2.84,1.5804288e+18,1390000000.0,12890000000.0,9.29,1.4,1.577664e+18,1.5462144e+18,183680000.0,1.0,0.0257,9.17,3930000000.0,1.4974848e+18,4/1,1290000000.0,8350000000.0,1.5698016e+18,658000000.0,1310000000.0,0.1134,0.98,0.3546,1.74,0.9,0.0728,1.483,-0.065,0.04360000000000001,0.12960000000000002,9230000000.0,40.67,0.12560000000000002,216190000.0,,,7600000.0,,,7760000.0,,,0.039900000000000005,,,0.0352,,,2.76,922000000.0,4.26,5150000000.0,101.08,1.0,0.0257,13.58,XRX,Xerox Corp.,Information Technology
173,XLNX,0.0021,0.9047000000000001,104.06,2.12,93.7,141.6,79.22,-0.0195,2480000.0,3220000.0,1.23,10.72,6.44,3.71,1.5753312e+18,1090000000.0,22120000000.0,20.32,6.68,1.5731712e+18,1.553904e+18,250940000.0,1.48,0.016,24.94,2100000000.0,9.463392e+17,1/2,762830000.0,22700000000.0,1.5696288e+18,952450000.0,1120000000.0,0.2918,3.84,0.3935,8.42,6.86,0.2876,0.052000000000000005,0.11699999999999999,0.11880000000000002,0.37060000000000004,3310000000.0,13.1,0.12560000000000002,251470000.0,,,5570000.0,,,6210000.0,,,0.024900000000000002,,,0.0222,,,1.73,2520000000.0,10.01,1300000000.0,48.39,1.46,0.015700000000000002,24.34,XLNX,Xilinx Inc,Information Technology
174,GOOGL,0.0016,0.8104000000000001,1191.64,,1282.16,1333.92,977.66,0.16820000000000002,1050000.0,1310000.0,1.01,282.19,3.78,46.6,,44070000000.0,793110000000.0,18.0,5.11,,1.5462144e+18,618010000.0,,,23.82,77270000000.0,1.3964832e+18,1000/1998,21200000000.0,889210000000.0,1.5698016e+18,32619999999.999996,53080000000.0,0.2136,2.78,0.0,4.57,5.73,0.2104,-0.231,0.2,0.0855,0.1788,155060000000.0,223.36,0.12560000000000002,299630000.0,,,2940000.0,,,2590000.0,,,0.0098,,,0.0043,,,1.95,121180000000.0,175.7,14870000000.0,7.63,,,27.66,GOOGL,Alphabet Inc Class A,Information Technology
175,APH,0.0042,0.99,94.74,0.9,101.53,105.51,74.95,0.1584,1100000.0,1200000.0,1.04,14.03,1.99,3.81,1.5784416e+18,2009999999.9999998,34040000000.0,16.9,4.1,1.5764544e+18,1.5462144e+18,294940000.0,1.0,0.0096,25.8,2650000000.0,1.4128992e+18,1/2,978800000.0,30450000000.0,1.5698016e+18,1170000000.0,1460000000.0,0.20170000000000002,5.91,0.24670000000000003,7.32,3.67,0.14150000000000001,-0.115,-0.013000000000000001,0.1024,0.2866,8300000000.000001,27.84,0.12560000000000002,296490000.0,,,3190000.0,,,3110000.0,,,0.014499999999999999,,,0.0108,,,2.78,986700000.0,3.33,4139999999.9999995,98.21,0.94,0.009000000000000001,26.94,APH,Amphenol Corp,Information Technology
176,AMG,0.0087,1.0064,83.76,,82.15,115.75,71.08,-0.233,926700.0,548080.0,1.65,61.77,14.14,-3.35,1.5742944e+18,855900000.0,7200000000.0,8.41,3.2,1.5729984e+18,1.5462144e+18,48760000.0,1.28,0.0149,5.93,1390000000.0,1.0806048e+18,2/3,629500000.0,4110000000.0000005,1.5698016e+18,-158100000.0,881000000.0,0.32170000000000004,-17.28,,1.35,1.83,-0.0703,-0.309,-0.087,0.0558,0.0226,2250000000.0,43.66,0.12560000000000002,49270000.0,,,2049999.9999999998,,,2140000.0,,,0.0449,,,0.041600000000000005,,,3.85,433100000.0,8.79,2020000000.0,45.01,1.26,0.0148,,AMG,Affiliated Managers Group Inc,Financials
177,AFL,0.0177,0.7051999999999999,53.07,2.26,53.6,57.18,41.88,0.19039999999999999,2280000.0,2870000.0,0.7,40.04,0.45,4.05,1.5752448e+18,4380000000.0,43720000000.0,9.97,2.0,1.5741216e+18,1.5462144e+18,687970000.0,1.08,0.0197,11.76,7190000000.0,1.5214176e+18,1/2,4350000000.0,38670000000.0,1.5698016e+18,3050000000.0,5620000000.0,0.1988,3.36,0.2635,1.32,1.77,0.1396,-0.08,-0.006999999999999999,0.018600000000000002,0.11570000000000001,21830000000.0,29.14,0.12560000000000002,734020000.0,,,9070000.0,,,9280000.0,,,0.0123,,,0.0124,,,3.64,4950000000.0,6.74,8420000000.0,28.61,1.07,0.0195,13.01,AFL,AFLAC Inc,Financials
178,ALL,0.0038,0.8128000000000001,104.43,1.78,108.8,112.64,77.0,0.2545,1310000.0,1560000.0,0.81,71.04,0.5,7.32,1.5779232e+18,4310000000.0,40460000000.0,9.4,0.95,1.5748128e+18,1.5462144e+18,322430000.0,2.0,0.018000000000000002,10.83,9130000000.0,8.993376e+17,1/2,2029999999.9999998,36000000000.0,1.5698016e+18,2480000000.0,5250000000.0,0.0866,1.01,0.2613,1.56,0.84,0.061500000000000006,-0.049,0.057999999999999996,0.0196,0.1054,42680000000.0,127.94,0.12560000000000002,323960000.0,,,6720000.0,,,4139999.9999999995,,,0.0203,,,0.020800000000000003,,,4.27,5840000000.0,18.03,7170000000.0,27.44,1.96,0.0176,15.18,ALL,Allstate Corp,Financials
179,AXP,0.0029,0.8633,120.79,1.48,119.08,129.34,89.05,0.06910000000000001,2620000.0,3110000.0,1.04,28.05,1.87,8.28,1.5731712e+18,,135870000000.0,,3.47,1.5700608e+18,1.5462144e+18,664630000.0,1.72,0.0143,13.01,25510000000.0,1.1282976e+18,8753/10000,,95950000000.0,1.5698016e+18,6940000000.0,9180000000.0,0.21170000000000003,1.5,0.1935,4.18,2.45,0.1807,0.061,0.084,0.0369,0.3181,39160000000.0,46.82,0.12560000000000002,818270000.0,,,7240000.0,,,6330000.0,,,0.0105,,,0.0088,,,2.66,24480000000.0,29.91,62050000000.0,269.5,1.6,0.013300000000000001,14.16,AXP,American Express Co,Financials
180,AIG,0.0014000000000000002,0.9201,54.27,1.98,53.83,58.66,36.16,0.2195,4290000.0,3540000.0,1.2,74.85,0.67,2.01,1.5773184e+18,10890000000.0,65989999999.99999,6.06,1.3,1.5760224e+18,1.5462144e+18,868880000.0,1.28,0.024300000000000002,10.23,10900000000.0,1.2464064e+18,20/1,1740000000.0,44940000000.0,1.5698016e+18,1780000000.0,-690000000.0,0.109,0.17,0.6275000000000001,0.69,0.89,0.0355,,0.12400000000000001,0.0067,0.0433,50560000000.0,57.52,0.12560000000000002,869950000.0,,,17730000.0,,,17130000.0,,,0.0204,,,0.0204,,,5.13,17410000000.0,20.01,35260000000.0,52.28,1.28,0.024300000000000002,25.68,AIG,"American International Group, Inc.",Financials
181,AMP,0.0039000000000000003,0.867,144.61,2.43,153.51,165.78,95.69,0.25129999999999997,683800.0,936280.0,1.84,47.07,2.41,14.17,1.573776e+18,3600000000.0,19140000000.0,5.31,1.47,1.5725664e+18,1.5462144e+18,126190000.0,3.88,0.023700000000000002,9.16,6660000000.0,,,1770000000.0,20600000000.0,1.5698016e+18,1970000000.0,4059999999.9999995,0.2635,0.92,0.2643,3.45,1.59,0.1515,0.08,0.011000000000000001,0.014499999999999999,0.33899999999999997,12990000000.0,94.71,0.12560000000000002,126700000.0,,,2200000.0,,,2760000.0,,,0.0163,,,0.0174,,,2.62,7360000000.0,58.11,5740000000.0,95.65,3.74,0.022799999999999997,11.47,AMP,Ameriprise Financial,Financials
182,AON,0.012,0.9097,191.82,1.06,195.48,205.87,135.3,0.23420000000000002,705840.0,804600.0,0.85,14.92,1.03,6.19,1.573776e+18,3220000000.0,55550000000.0,17.24,5.1,1.57248e+18,1.5462144e+18,231320000.0,1.76,0.0086,19.53,4780000000.0,9.269856e+17,2/3,1810000000.0,47200000000.0,1.5698016e+18,1440000000.0,1870000000.0,0.2493,1.87,0.2843,13.51,4.33,0.1379,0.51,0.013000000000000001,0.0632,0.37420000000000003,10900000000.0,45.32,0.12560000000000002,234140000.0,,,1540000.0,,,1800000.0,,,0.006500000000000001,,,0.006600000000000001,,,1.68,683000000.0,2.92,8490000000.0,238.42,1.68,0.0083,32.59,AON,Aon plc,Financials
183,AJG,0.0108,0.8645,89.11,2.68,91.02,93.59,68.19,0.19640000000000002,749260.0,802200.0,0.81,25.97,1.05,3.63,1.5768e+18,1170000000.0,21860000000.0,18.7,3.19,1.575504e+18,1.5462144e+18,184300000.0,1.72,0.0184,21.91,1920000000.0,9.798624e+17,1/2,547080000.0,17200000000.0,1.5698016e+18,687600000.0,1030000000.0,0.1058,2.45,0.4683,3.55,2.51,0.10039999999999999,-0.012,0.025,0.0257,0.155,6850000000.0,37.03,0.12560000000000002,186520000.0,,,3110000.0,,,2610000.0,,,0.0216,,,0.0167,,,3.69,578900000.0,3.1,4970000000.0,101.19,1.7,0.0182,25.37,AJG,Arthur J. Gallagher & Co.,Financials
184,AIZ,0.0102,0.8611,118.02,2.06,128.77,134.25,82.31,0.36560000000000004,386280.0,421720.0,0.47,93.08,0.59,4.17,1.5764544e+18,750800000.0,9710000000.0,12.93,1.0,1.5743808e+18,1.5462144e+18,60030000.0,2.52,0.019,13.56,785600000.0,,,2970000000.0,7990000000.0,1.5698016e+18,261300000.0,1370000000.0,0.0649,0.79,0.5825,1.41,0.83,0.028999999999999998,,0.048,0.009000000000000001,0.0521,9670000000.0,154.91,0.12560000000000002,60640000.0,,,2049999.9999999998,,,1750000.0,,,0.0334,,,0.0338,,,5.07,2080000000.0,34.3,3700000000.0,65.01,2.4,0.0181,31.59,AIZ,Assurant Inc,Financials
185,BAC,0.001,0.7043,29.38,1.45,32.13,33.75,22.66,0.1675,38250000.0,51690000.0,1.62,26.96,,2.71,1.5774048e+18,,283190000000.0,,3.29,1.575504e+18,1.5462144e+18,8020000000.0,0.72,0.0216,11.22,88690000000.0,1.093824e+18,1/2,,300710000000.0,1.5698016e+18,26290000000.0,-11250000000.0,0.39170000000000005,1.7,0.2325,1.24,3.49,0.3216,-0.19399999999999998,-0.09300000000000001,0.0116,0.1045,86170000000.0,8.98,0.12560000000000002,9000000000.0,,,101500000.0,,,92370000.0,,,0.0105,,,0.0113,,,1.98,592250000000.0,65.84,547710000000.00006,,0.63,0.0189,12.32,BAC,Bank of America Corp,Financials
186,BBT,0.0077,0.6618,50.58,2.71,54.07,55.66,40.68,0.0787,2760000.0,4550000.0,1.17,38.08,,3.97,1.5752448e+18,,77390000000.0,,6.85,1.5730848e+18,1.5462144e+18,763280000.0,1.8,0.0329,12.39,10990000000.0,9.021888e+17,1/2,,41690000000.0,1.5698016e+18,3080000000.0,3340000000.0,0.4042,1.55,0.4194,1.43,3.69,0.2923,-0.008,0.034,0.0144,0.10640000000000001,11290000000.0,14.76,0.12560000000000002,766300000.0,,,47960000.0,,,45510000.0,,,0.063,,,0.0626,,,10.41,4560000000.0,5.95,36890000000.0,,1.66,0.0304,13.71,BBT,BB&T Corporation,Financials
187,BLK,0.0376,0.835,450.66,2.44,473.69,496.9,360.79,0.1381,396440.0,540270.0,1.55,208.84,1.36,25.9,1.5770592e+18,5720000000.0,77410000000.0,13.54,5.53,1.575504e+18,1.5462144e+18,151500000.0,13.2,0.0267,16.25,7210000000.0,1.1810016e+18,1/1,3290000000.0,76070000000.0,1.5698016e+18,4099999999.9999995,2150000000.0,0.3835,3.28,0.5027,2.34,5.44,0.29309999999999997,-0.08,0.032,0.0198,0.1235,14000000000.0,89.19,0.12560000000000002,154370000.0,,,1810000.0,,,1570000.0,,,0.015300000000000001,,,0.0117,,,3.64,7430000000.0,47.88,6840000000.0,20.36,13.03,0.0263,18.91,BLK,BlackRock,Financials
188,HRB,0.0044,1.0317,26.05,3.39,24.53,29.62,22.96,-0.12869999999999998,5550000.0,3110000.0,0.25,1.45,1.29,2.07,1.5779232e+18,767610000.0,6260000000.0,8.15,2.02,1.5755904e+18,1.5565824e+18,200340000.0,1.04,0.042699999999999995,11.68,1340000000.0,1.1247552e+18,1/2,362340000.0,4830000000.0,1.5645312e+18,447280000.0,498270000.0,0.19440000000000002,1.22,0.4698,16.63,1.56,0.1371,,0.036000000000000004,0.1318,1.8571000000000002,3100000000.0,15.2,0.12560000000000002,202280000.0,,,35940000.0,,,39640000.0,,,0.2354,,,0.1791,,,14.03,607670000.0,3.03,1970000000.0,678.28,1.01,0.0414,11.62,HRB,Block H&R,Financials
189,BHF,0.0019,0.9640000000000001,37.78,,39.47,44.12,28.52,0.0111,2660000.0,1240000.0,2.08,161.95,2.2,15.13,,2220000000.0,5200000000.0,2.35,0.51,,1.5462144e+18,107630000.0,,,4.2,3460000000.0,,,-948120000.0,4380000000.0,1.5698016e+18,1760000000.0,2890000000.0,0.21600000000000003,0.63,0.0,0.25,0.43,0.1741,,1.264,0.0062,0.11570000000000001,10180000000.0,88.31,0.12560000000000002,107940000.0,,,5400000.0,,,6100000.0,,,0.0524,,,0.05,,,4.62,9390000000.0,86.97,10080000000.0,56.74,,,2.68,BHF,Brighthouse Financial Inc,Financials
190,COF,0.0076,0.9081,91.05,1.85,95.23,100.64,69.9,0.1054,1960000.0,2060000.0,1.27,112.54,,11.28,1.5743808e+18,,86860000000.0,,3.93,1.5731712e+18,1.5462144e+18,461950000.0,1.6,0.016,8.34,22220000000.0,9.282816e+17,1/3,,46210000000.0,1.5698016e+18,5310000000.0,16460000000.0,0.3237,1.81,0.142,0.88,2.09,0.2545,-0.113,-0.021,0.0151,0.1032,22120000000.0,47.08,0.12560000000000002,465720000.0,,,5220000.0,,,4810000.0,,,0.011200000000000002,,,0.011200000000000002,,,2.46,18320000000.0,39.35,52780000000.0,,1.6,0.016,8.8,COF,Capital One Financial,Financials
191,CBOE,0.0095,0.8320000000000001,114.22,1.2,117.03,124.88,87.87,0.131,1170000.0,668760.0,0.01,28.09,2.46,4.55,1.5761952e+18,824900000.0,13930000000.0,16.89,5.27,1.5747264e+18,1.5462144e+18,109660000.0,1.44,0.0121,23.96,1220000000.0,,,548830000.0,13230000000.0,1.5698016e+18,424000000.0,621700000.0,0.2481,9.75,0.3404,4.25,5.0,0.1616,0.233,0.17300000000000001,0.0809,0.1303,2650000000.0,23.72,0.12560000000000002,110860000.0,,2550000.0,,,2580000.0,,,0.029700000000000004,,,0.022799999999999997,,,2.87,,171400000.0,1.55,923300000.0,27.74,1.08,0.0091,26.2,CBOE,CBOE Holdings,Financials
192,SCHW,0.1125,0.8115000000000001,41.15,0.88,43.2,50.97,34.58,0.0889,18810000.0,9890000.0,1.32,14.4,0.31,2.71,1.5743808e+18,,38920000000.0,,3.61,1.5730848e+18,1.5462144e+18,1140000000.0,0.68,0.013700000000000002,19.91,9890000000.0,9.597312e+17,2/3,,63560000000.0,1.5698016e+18,3610000000.0,12820000000.0,0.4586,10.15,0.23620000000000002,3.44,5.89,0.35119999999999996,0.03,0.051,0.013700000000000002,0.1795,10780000000.0,8.13,0.12560000000000002,1280000000.0,,,17890000.0,,,21510000.0,,,0.015,,,0.013999999999999999,,,2.7,36910000000.0,28.79,9560000000.0,44.78,0.64,0.0129,18.29,SCHW,Charles Schwab Corporation,Financials
193,CB,0.0062,0.9055,152.58,2.13,151.52,162.44,119.54,0.13460000000000003,1110000.0,1550000.0,0.69,120.33,0.36,7.89,1.5786144e+18,4820000000.0,80940000000.0,16.78,2.45,1.5767136e+18,1.5462144e+18,449980000.0,3.0,0.0198,13.49,8220000000.000001,1.1454048e+18,2/1,6420000000.0,67879999999.99999,1.5698016e+18,3640000000.0,6500000000.0,0.1363,2.49,0.37420000000000003,1.24,2.05,0.1099,-0.114,0.035,0.016399999999999998,0.0689,33070000000.0,72.23,0.12560000000000002,453200000.0,,,5210000.0,,,4860000.0,,,0.0115,,,0.0115,,,2.92,4310000000.0,9.52,16600000000.000002,30.42,2.96,0.0195,18.99,CB,Chubb Limited,Financials
194,CINF,0.0659,0.6536,108.55,2.74,110.65,118.19,71.21,0.2954,651320.0,619380.0,0.62,57.35,1.23,5.57,1.5790464e+18,1230000000.0,17590000000.0,14.27,2.71,1.5766272e+18,1.5462144e+18,159450000.0,2.24,0.0209,27.37,395000000.0,1.1125728e+18,100/105,632750000.0,17260000000.0,1.5698016e+18,919000000.0,1240000000.0,0.1794,6.55,0.3975,1.84,2.66,0.1418,-0.552,-0.11199999999999999,0.0308,0.1038,6480000000.0,39.74,0.12560000000000002,163370000.0,,,2200000.0,,,2110000.0,,,0.0165,,,0.013500000000000002,,,3.18,787000000.0,4.82,885000000.0,9.44,2.21,0.0206,18.95,CINF,Cincinnati Financial,Financials
